season,show_number,episode,viewers_in_millions,winner,runner_up,original_release,original_network,hosted_by,judges,finals_venue,rating
11,35,Top 4 Perform,16.46,Phillip Phillips,Jessica Sanchez,"January 18 (2012-01-18) –May 23, 2012 (2012-05-23)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.888888888888889
11,36,Top 4 Results,15.62,Phillip Phillips,Jessica Sanchez,"January 18 (2012-01-18) –May 23, 2012 (2012-05-23)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,3.25
11,37,Top 3 Perform,17.68,Phillip Phillips,Jessica Sanchez,"January 18 (2012-01-18) –May 23, 2012 (2012-05-23)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.8571428571428568
11,38,Top 3 Results,16.4,Phillip Phillips,Jessica Sanchez,"January 18 (2012-01-18) –May 23, 2012 (2012-05-23)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,3.4090909090909087
11,39,Top 2 Perform,14.85,Phillip Phillips,Jessica Sanchez,"January 18 (2012-01-18) –May 23, 2012 (2012-05-23)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,3.1818181818181817
11,40,Finale,21.49,Phillip Phillips,Jessica Sanchez,"January 18 (2012-01-18) –May 23, 2012 (2012-05-23)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.8125
12,1,New York City Auditions,17.93,Candice Glover,Kree Harrison,"January 16 (2013-01-16) –May 16, 2013 (2013-05-16)",Fox,Ryan Seacrest,Randy Jackson; Mariah Carey; Nicki Minaj; Keith Urban,Nokia Theatre L.A. Live,2.6666666666666665
12,2,Chicago Auditions,16.28,Candice Glover,Kree Harrison,"January 16 (2013-01-16) –May 16, 2013 (2013-05-16)",Fox,Ryan Seacrest,Randy Jackson; Mariah Carey; Nicki Minaj; Keith Urban,Nokia Theatre L.A. Live,2.678571428571429
12,3,Charlotte Auditions,16.07,Candice Glover,Kree Harrison,"January 16 (2013-01-16) –May 16, 2013 (2013-05-16)",Fox,Ryan Seacrest,Randy Jackson; Mariah Carey; Nicki Minaj; Keith Urban,Nokia Theatre L.A. Live,2.727272727272727
12,4,New Orleans Auditions,15.65,Candice Glover,Kree Harrison,"January 16 (2013-01-16) –May 16, 2013 (2013-05-16)",Fox,Ryan Seacrest,Randy Jackson; Mariah Carey; Nicki Minaj; Keith Urban,Nokia Theatre L.A. Live,2.692307692307692
12,5,San Antonio and Los Angeles Auditions,15.78,Candice Glover,Kree Harrison,"January 16 (2013-01-16) –May 16, 2013 (2013-05-16)",Fox,Ryan Seacrest,Randy Jackson; Mariah Carey; Nicki Minaj; Keith Urban,Nokia Theatre L.A. Live,2.727272727272727
12,6,Oklahoma City Auditions,13.8,Candice Glover,Kree Harrison,"January 16 (2013-01-16) –May 16, 2013 (2013-05-16)",Fox,Ryan Seacrest,Randy Jackson; Mariah Carey; Nicki Minaj; Keith Urban,Nokia Theatre L.A. Live,2.888888888888889
12,7,"Hollywood Round, Part 1",14.27,Candice Glover,Kree Harrison,"January 16 (2013-01-16) –May 16, 2013 (2013-05-16)",Fox,Ryan Seacrest,Randy Jackson; Mariah Carey; Nicki Minaj; Keith Urban,Nokia Theatre L.A. Live,2.8260869565217392
12,8,"Hollywood Round, Part 2",13.28,Candice Glover,Kree Harrison,"January 16 (2013-01-16) –May 16, 2013 (2013-05-16)",Fox,Ryan Seacrest,Randy Jackson; Mariah Carey; Nicki Minaj; Keith Urban,Nokia Theatre L.A. Live,2.9268292682926833
12,9,"Hollywood Round, Part 3",13.45,Candice Glover,Kree Harrison,"January 16 (2013-01-16) –May 16, 2013 (2013-05-16)",Fox,Ryan Seacrest,Randy Jackson; Mariah Carey; Nicki Minaj; Keith Urban,Nokia Theatre L.A. Live,2.7906976744186047
12,10,"Hollywood Round, Part 4",12.59,Candice Glover,Kree Harrison,"January 16 (2013-01-16) –May 16, 2013 (2013-05-16)",Fox,Ryan Seacrest,Randy Jackson; Mariah Carey; Nicki Minaj; Keith Urban,Nokia Theatre L.A. Live,3.243243243243243
12,11,"Las Vegas,  Girls Perform",14.37,Candice Glover,Kree Harrison,"January 16 (2013-01-16) –May 16, 2013 (2013-05-16)",Fox,Ryan Seacrest,Randy Jackson; Mariah Carey; Nicki Minaj; Keith Urban,Nokia Theatre L.A. Live,2.682926829268293
12,12,"Las Vegas,  Guys Perform",13.66,Candice Glover,Kree Harrison,"January 16 (2013-01-16) –May 16, 2013 (2013-05-16)",Fox,Ryan Seacrest,Randy Jackson; Mariah Carey; Nicki Minaj; Keith Urban,Nokia Theatre L.A. Live,2.5641025641025643
12,13,"Las Vegas,  Girls Perform 2",13.3,Candice Glover,Kree Harrison,"January 16 (2013-01-16) –May 16, 2013 (2013-05-16)",Fox,Ryan Seacrest,Randy Jackson; Mariah Carey; Nicki Minaj; Keith Urban,Nokia Theatre L.A. Live,2.8205128205128207
12,14,"Las Vegas,  Guys Perform 2",12.56,Candice Glover,Kree Harrison,"January 16 (2013-01-16) –May 16, 2013 (2013-05-16)",Fox,Ryan Seacrest,Randy Jackson; Mariah Carey; Nicki Minaj; Keith Urban,Nokia Theatre L.A. Live,2.8947368421052633
12,15,Semifinalists Girls Perform,11.72,Candice Glover,Kree Harrison,"January 16 (2013-01-16) –May 16, 2013 (2013-05-16)",Fox,Ryan Seacrest,Randy Jackson; Mariah Carey; Nicki Minaj; Keith Urban,Nokia Theatre L.A. Live,2.857142857142857
12,16,Semifinalists Boys Perform,12.84,Candice Glover,Kree Harrison,"January 16 (2013-01-16) –May 16, 2013 (2013-05-16)",Fox,Ryan Seacrest,Randy Jackson; Mariah Carey; Nicki Minaj; Keith Urban,Nokia Theatre L.A. Live,2.6315789473684212
12,17,Finalists Chosen,13.12,Candice Glover,Kree Harrison,"January 16 (2013-01-16) –May 16, 2013 (2013-05-16)",Fox,Ryan Seacrest,Randy Jackson; Mariah Carey; Nicki Minaj; Keith Urban,Nokia Theatre L.A. Live,2.7777777777777777
12,18,Top 10 Perform,13.44,Candice Glover,Kree Harrison,"January 16 (2013-01-16) –May 16, 2013 (2013-05-16)",Fox,Ryan Seacrest,Randy Jackson; Mariah Carey; Nicki Minaj; Keith Urban,Nokia Theatre L.A. Live,2.6315789473684212
12,19,Top 10 Results,11.93,Candice Glover,Kree Harrison,"January 16 (2013-01-16) –May 16, 2013 (2013-05-16)",Fox,Ryan Seacrest,Randy Jackson; Mariah Carey; Nicki Minaj; Keith Urban,Nokia Theatre L.A. Live,3.225806451612903
12,20,Top 9 Perform,12.94,Candice Glover,Kree Harrison,"January 16 (2013-01-16) –May 16, 2013 (2013-05-16)",Fox,Ryan Seacrest,Randy Jackson; Mariah Carey; Nicki Minaj; Keith Urban,Nokia Theatre L.A. Live,2.7777777777777777
12,21,Top 9 Results,11.65,Candice Glover,Kree Harrison,"January 16 (2013-01-16) –May 16, 2013 (2013-05-16)",Fox,Ryan Seacrest,Randy Jackson; Mariah Carey; Nicki Minaj; Keith Urban,Nokia Theatre L.A. Live,3.103448275862069
12,22,Top 8 Perform,12.33,Candice Glover,Kree Harrison,"January 16 (2013-01-16) –May 16, 2013 (2013-05-16)",Fox,Ryan Seacrest,Randy Jackson; Mariah Carey; Nicki Minaj; Keith Urban,Nokia Theatre L.A. Live,2.8125
12,23,Top 8 Results,11.43,Candice Glover,Kree Harrison,"January 16 (2013-01-16) –May 16, 2013 (2013-05-16)",Fox,Ryan Seacrest,Randy Jackson; Mariah Carey; Nicki Minaj; Keith Urban,Nokia Theatre L.A. Live,3.2142857142857144
12,24,Top 7 Perform,11.76,Candice Glover,Kree Harrison,"January 16 (2013-01-16) –May 16, 2013 (2013-05-16)",Fox,Ryan Seacrest,Randy Jackson; Mariah Carey; Nicki Minaj; Keith Urban,Nokia Theatre L.A. Live,2.903225806451613
12,25,Top 7 Results,11.72,Candice Glover,Kree Harrison,"January 16 (2013-01-16) –May 16, 2013 (2013-05-16)",Fox,Ryan Seacrest,Randy Jackson; Mariah Carey; Nicki Minaj; Keith Urban,Nokia Theatre L.A. Live,3.103448275862069
12,26,Top 6 Perform,12.23,Candice Glover,Kree Harrison,"January 16 (2013-01-16) –May 16, 2013 (2013-05-16)",Fox,Ryan Seacrest,Randy Jackson; Mariah Carey; Nicki Minaj; Keith Urban,Nokia Theatre L.A. Live,2.8125
12,27,Top 6 Results,13.19,Candice Glover,Kree Harrison,"January 16 (2013-01-16) –May 16, 2013 (2013-05-16)",Fox,Ryan Seacrest,Randy Jackson; Mariah Carey; Nicki Minaj; Keith Urban,Nokia Theatre L.A. Live,3.125
12,28,Top 5 Perform,12.71,Candice Glover,Kree Harrison,"January 16 (2013-01-16) –May 16, 2013 (2013-05-16)",Fox,Ryan Seacrest,Randy Jackson; Mariah Carey; Nicki Minaj; Keith Urban,Nokia Theatre L.A. Live,2.9411764705882355
12,29,Top 5 Results,12.42,Candice Glover,Kree Harrison,"January 16 (2013-01-16) –May 16, 2013 (2013-05-16)",Fox,Ryan Seacrest,Randy Jackson; Mariah Carey; Nicki Minaj; Keith Urban,Nokia Theatre L.A. Live,3.3333333333333335
12,30,Top 4 Perform,12.46,Candice Glover,Kree Harrison,"January 16 (2013-01-16) –May 16, 2013 (2013-05-16)",Fox,Ryan Seacrest,Randy Jackson; Mariah Carey; Nicki Minaj; Keith Urban,Nokia Theatre L.A. Live,2.7272727272727275
12,31,Top 4 Results,11.4,Candice Glover,Kree Harrison,"January 16 (2013-01-16) –May 16, 2013 (2013-05-16)",Fox,Ryan Seacrest,Randy Jackson; Mariah Carey; Nicki Minaj; Keith Urban,Nokia Theatre L.A. Live,3.2142857142857144
12,32,Top 4 Redux Perform,11.08,Candice Glover,Kree Harrison,"January 16 (2013-01-16) –May 16, 2013 (2013-05-16)",Fox,Ryan Seacrest,Randy Jackson; Mariah Carey; Nicki Minaj; Keith Urban,Nokia Theatre L.A. Live,3.103448275862069
12,33,Top 4 Redux Results,11.27,Candice Glover,Kree Harrison,"January 16 (2013-01-16) –May 16, 2013 (2013-05-16)",Fox,Ryan Seacrest,Randy Jackson; Mariah Carey; Nicki Minaj; Keith Urban,Nokia Theatre L.A. Live,3.4615384615384612
12,34,Top 3 Perform,11.11,Candice Glover,Kree Harrison,"January 16 (2013-01-16) –May 16, 2013 (2013-05-16)",Fox,Ryan Seacrest,Randy Jackson; Mariah Carey; Nicki Minaj; Keith Urban,Nokia Theatre L.A. Live,2.7586206896551726
12,35,Top 3 Results,11.57,Candice Glover,Kree Harrison,"January 16 (2013-01-16) –May 16, 2013 (2013-05-16)",Fox,Ryan Seacrest,Randy Jackson; Mariah Carey; Nicki Minaj; Keith Urban,Nokia Theatre L.A. Live,3.103448275862069
12,36,Top 2 Perform,12.11,Candice Glover,Kree Harrison,"January 16 (2013-01-16) –May 16, 2013 (2013-05-16)",Fox,Ryan Seacrest,Randy Jackson; Mariah Carey; Nicki Minaj; Keith Urban,Nokia Theatre L.A. Live,3.3333333333333335
12,37,Finale,14.31,Candice Glover,Kree Harrison,"January 16 (2013-01-16) –May 16, 2013 (2013-05-16)",Fox,Ryan Seacrest,Randy Jackson; Mariah Carey; Nicki Minaj; Keith Urban,Nokia Theatre L.A. Live,3.0555555555555554
13,1,"It's a New Dawn, It's a New Day!",15.19,Caleb Johnson,Jena Irene,"January 15 (2014-01-15) –May 21, 2014 (2014-05-21)",Fox,Ryan Seacrest,Harry Connick Jr.Jennifer Lopez; Keith Urban,Nokia Theatre L.A. Live,2.7659574468085104
13,2,The Auditions Head West,13.35,Caleb Johnson,Jena Irene,"January 15 (2014-01-15) –May 21, 2014 (2014-05-21)",Fox,Ryan Seacrest,Harry Connick Jr.Jennifer Lopez; Keith Urban,Nokia Theatre L.A. Live,3.076923076923077
13,3,Do It For Detroit!,13.29,Caleb Johnson,Jena Irene,"January 15 (2014-01-15) –May 21, 2014 (2014-05-21)",Fox,Ryan Seacrest,Harry Connick Jr.Jennifer Lopez; Keith Urban,Nokia Theatre L.A. Live,2.75
13,4,Just Peachy!,12.39,Caleb Johnson,Jena Irene,"January 15 (2014-01-15) –May 21, 2014 (2014-05-21)",Fox,Ryan Seacrest,Harry Connick Jr.Jennifer Lopez; Keith Urban,Nokia Theatre L.A. Live,2.9411764705882355
13,5,Be-UTAH-ful,12.73,Caleb Johnson,Jena Irene,"January 15 (2014-01-15) –May 21, 2014 (2014-05-21)",Fox,Ryan Seacrest,Harry Connick Jr.Jennifer Lopez; Keith Urban,Nokia Theatre L.A. Live,2.6315789473684212
13,6,OMG! Omaha!,11.42,Caleb Johnson,Jena Irene,"January 15 (2014-01-15) –May 21, 2014 (2014-05-21)",Fox,Ryan Seacrest,Harry Connick Jr.Jennifer Lopez; Keith Urban,Nokia Theatre L.A. Live,2.8125
13,7,Hollywood or Home: An Idol Cliff 'Hangar',13.43,Caleb Johnson,Jena Irene,"January 15 (2014-01-15) –May 21, 2014 (2014-05-21)",Fox,Ryan Seacrest,Harry Connick Jr.Jennifer Lopez; Keith Urban,Nokia Theatre L.A. Live,2.8205128205128207
13,8,Hollywood Week: Group Love,11.08,Caleb Johnson,Jena Irene,"January 15 (2014-01-15) –May 21, 2014 (2014-05-21)",Fox,Ryan Seacrest,Harry Connick Jr.Jennifer Lopez; Keith Urban,Nokia Theatre L.A. Live,2.903225806451613
13,9,Hollywood Week: Final Judgment,11.67,Caleb Johnson,Jena Irene,"January 15 (2014-01-15) –May 21, 2014 (2014-05-21)",Fox,Ryan Seacrest,Harry Connick Jr.Jennifer Lopez; Keith Urban,Nokia Theatre L.A. Live,2.9411764705882355
13,10,A Hollywood Ending,10.18,Caleb Johnson,Jena Irene,"January 15 (2014-01-15) –May 21, 2014 (2014-05-21)",Fox,Ryan Seacrest,Harry Connick Jr.Jennifer Lopez; Keith Urban,Nokia Theatre L.A. Live,3
13,11,Rush Week: Girls' Night,9.73,Caleb Johnson,Jena Irene,"January 15 (2014-01-15) –May 21, 2014 (2014-05-21)",Fox,Ryan Seacrest,Harry Connick Jr.Jennifer Lopez; Keith Urban,Nokia Theatre L.A. Live,2.962962962962963
13,12,Rush Week: Guys' Night,9.95,Caleb Johnson,Jena Irene,"January 15 (2014-01-15) –May 21, 2014 (2014-05-21)",Fox,Ryan Seacrest,Harry Connick Jr.Jennifer Lopez; Keith Urban,Nokia Theatre L.A. Live,3.0769230769230766
13,13,Rush Week: Meet Your Finalists,9.36,Caleb Johnson,Jena Irene,"January 15 (2014-01-15) –May 21, 2014 (2014-05-21)",Fox,Ryan Seacrest,Harry Connick Jr.Jennifer Lopez; Keith Urban,Nokia Theatre L.A. Live,3.3333333333333335
13,14,The Top 13: This Is Me,10.78,Caleb Johnson,Jena Irene,"January 15 (2014-01-15) –May 21, 2014 (2014-05-21)",Fox,Ryan Seacrest,Harry Connick Jr.Jennifer Lopez; Keith Urban,Nokia Theatre L.A. Live,2.962962962962963
13,15,The Top 13 Results,10.01,Caleb Johnson,Jena Irene,"January 15 (2014-01-15) –May 21, 2014 (2014-05-21)",Fox,Ryan Seacrest,Harry Connick Jr.Jennifer Lopez; Keith Urban,Nokia Theatre L.A. Live,2.916666666666667
13,16,The Top 12: Home,10.53,Caleb Johnson,Jena Irene,"January 15 (2014-01-15) –May 21, 2014 (2014-05-21)",Fox,Ryan Seacrest,Harry Connick Jr.Jennifer Lopez; Keith Urban,Nokia Theatre L.A. Live,2.962962962962963
13,17,The Top 12 Results,9.76,Caleb Johnson,Jena Irene,"January 15 (2014-01-15) –May 21, 2014 (2014-05-21)",Fox,Ryan Seacrest,Harry Connick Jr.Jennifer Lopez; Keith Urban,Nokia Theatre L.A. Live,3.1818181818181817
13,18,The Top 11: Songs from the Cinema,10.27,Caleb Johnson,Jena Irene,"January 15 (2014-01-15) –May 21, 2014 (2014-05-21)",Fox,Ryan Seacrest,Harry Connick Jr.Jennifer Lopez; Keith Urban,Nokia Theatre L.A. Live,2.916666666666667
13,19,The Top 11 Results,8.86,Caleb Johnson,Jena Irene,"January 15 (2014-01-15) –May 21, 2014 (2014-05-21)",Fox,Ryan Seacrest,Harry Connick Jr.Jennifer Lopez; Keith Urban,Nokia Theatre L.A. Live,2.727272727272727
13,20,The Top 10: Billboard Top 10 Charts,9.83,Caleb Johnson,Jena Irene,"January 15 (2014-01-15) –May 21, 2014 (2014-05-21)",Fox,Ryan Seacrest,Harry Connick Jr.Jennifer Lopez; Keith Urban,Nokia Theatre L.A. Live,3.1818181818181817
13,21,The Top 10 Results,8.41,Caleb Johnson,Jena Irene,"January 15 (2014-01-15) –May 21, 2014 (2014-05-21)",Fox,Ryan Seacrest,Harry Connick Jr.Jennifer Lopez; Keith Urban,Nokia Theatre L.A. Live,3
13,22,The Top 9,9.33,Caleb Johnson,Jena Irene,"January 15 (2014-01-15) –May 21, 2014 (2014-05-21)",Fox,Ryan Seacrest,Harry Connick Jr.Jennifer Lopez; Keith Urban,Nokia Theatre L.A. Live,3.1818181818181817
13,23,The Top 9 Results,7.98,Caleb Johnson,Jena Irene,"January 15 (2014-01-15) –May 21, 2014 (2014-05-21)",Fox,Ryan Seacrest,Harry Connick Jr.Jennifer Lopez; Keith Urban,Nokia Theatre L.A. Live,3.1578947368421053
13,24,The Top 8,8.89,Caleb Johnson,Jena Irene,"January 15 (2014-01-15) –May 21, 2014 (2014-05-21)",Fox,Ryan Seacrest,Harry Connick Jr.Jennifer Lopez; Keith Urban,Nokia Theatre L.A. Live,2.857142857142857
13,25,The Top 8 Results,7.72,Caleb Johnson,Jena Irene,"January 15 (2014-01-15) –May 21, 2014 (2014-05-21)",Fox,Ryan Seacrest,Harry Connick Jr.Jennifer Lopez; Keith Urban,Nokia Theatre L.A. Live,2.9411764705882355
13,26,Top 8 Redux,8.9,Caleb Johnson,Jena Irene,"January 15 (2014-01-15) –May 21, 2014 (2014-05-21)",Fox,Ryan Seacrest,Harry Connick Jr.Jennifer Lopez; Keith Urban,Nokia Theatre L.A. Live,3.5
13,27,Top 8 Redux Results,7.63,Caleb Johnson,Jena Irene,"January 15 (2014-01-15) –May 21, 2014 (2014-05-21)",Fox,Ryan Seacrest,Harry Connick Jr.Jennifer Lopez; Keith Urban,Nokia Theatre L.A. Live,2.7777777777777777
13,28,The Top 7,8.53,Caleb Johnson,Jena Irene,"January 15 (2014-01-15) –May 21, 2014 (2014-05-21)",Fox,Ryan Seacrest,Harry Connick Jr.Jennifer Lopez; Keith Urban,Nokia Theatre L.A. Live,3.1578947368421053
13,29,Top 7 Results,7.97,Caleb Johnson,Jena Irene,"January 15 (2014-01-15) –May 21, 2014 (2014-05-21)",Fox,Ryan Seacrest,Harry Connick Jr.Jennifer Lopez; Keith Urban,Nokia Theatre L.A. Live,3.1578947368421053
13,30,The Top 6,9.02,Caleb Johnson,Jena Irene,"January 15 (2014-01-15) –May 21, 2014 (2014-05-21)",Fox,Ryan Seacrest,Harry Connick Jr.Jennifer Lopez; Keith Urban,Nokia Theatre L.A. Live,3.333333333333333
13,31,Top 6 Results,7.68,Caleb Johnson,Jena Irene,"January 15 (2014-01-15) –May 21, 2014 (2014-05-21)",Fox,Ryan Seacrest,Harry Connick Jr.Jennifer Lopez; Keith Urban,Nokia Theatre L.A. Live,2.7777777777777777
13,32,The Top 5,8.79,Caleb Johnson,Jena Irene,"January 15 (2014-01-15) –May 21, 2014 (2014-05-21)",Fox,Ryan Seacrest,Harry Connick Jr.Jennifer Lopez; Keith Urban,Nokia Theatre L.A. Live,3.1578947368421053
13,33,Top 5 Results,7.03,Caleb Johnson,Jena Irene,"January 15 (2014-01-15) –May 21, 2014 (2014-05-21)",Fox,Ryan Seacrest,Harry Connick Jr.Jennifer Lopez; Keith Urban,Nokia Theatre L.A. Live,3.3333333333333335
13,34,The Top 4,7.97,Caleb Johnson,Jena Irene,"January 15 (2014-01-15) –May 21, 2014 (2014-05-21)",Fox,Ryan Seacrest,Harry Connick Jr.Jennifer Lopez; Keith Urban,Nokia Theatre L.A. Live,3.333333333333333
13,35,Top 4 Results,7.18,Caleb Johnson,Jena Irene,"January 15 (2014-01-15) –May 21, 2014 (2014-05-21)",Fox,Ryan Seacrest,Harry Connick Jr.Jennifer Lopez; Keith Urban,Nokia Theatre L.A. Live,3.125
13,36,The Top 3,8.93,Caleb Johnson,Jena Irene,"January 15 (2014-01-15) –May 21, 2014 (2014-05-21)",Fox,Ryan Seacrest,Harry Connick Jr.Jennifer Lopez; Keith Urban,Nokia Theatre L.A. Live,2.857142857142857
13,37,Top 3 Results,8.67,Caleb Johnson,Jena Irene,"January 15 (2014-01-15) –May 21, 2014 (2014-05-21)",Fox,Ryan Seacrest,Harry Connick Jr.Jennifer Lopez; Keith Urban,Nokia Theatre L.A. Live,3
13,38,The Final 2,6.76,Caleb Johnson,Jena Irene,"January 15 (2014-01-15) –May 21, 2014 (2014-05-21)",Fox,Ryan Seacrest,Harry Connick Jr.Jennifer Lopez; Keith Urban,Nokia Theatre L.A. Live,3.5294117647058822
13,39,Finale,10.53,Caleb Johnson,Jena Irene,"January 15 (2014-01-15) –May 21, 2014 (2014-05-21)",Fox,Ryan Seacrest,Harry Connick Jr.Jennifer Lopez; Keith Urban,Nokia Theatre L.A. Live,3.4615384615384612
15,1,Denver & Atlanta Auditions,10.96,Trent Harmon,La'Porsha Renae,"January 6 (2016-01-06) –April 7, 2016 (2016-04-07)",Fox,Ryan Seacrest,Harry Connick Jr.; Jennifer Lopez; Keith Urban,Dolby Theatre,0.3333333333333333
15,2,Little Rock & San Francisco Auditions,10.21,Trent Harmon,La'Porsha Renae,"January 6 (2016-01-06) –April 7, 2016 (2016-04-07)",Fox,Ryan Seacrest,Harry Connick Jr.; Jennifer Lopez; Keith Urban,Dolby Theatre,0.37037037037037035
15,3,Philadelphia Auditions,9.77,Trent Harmon,La'Porsha Renae,"January 6 (2016-01-06) –April 7, 2016 (2016-04-07)",Fox,Ryan Seacrest,Harry Connick Jr.; Jennifer Lopez; Keith Urban,Dolby Theatre,0.4
15,4,Denver & Little Rock Auditions,8.72,Trent Harmon,La'Porsha Renae,"January 6 (2016-01-06) –April 7, 2016 (2016-04-07)",Fox,Ryan Seacrest,Harry Connick Jr.; Jennifer Lopez; Keith Urban,Dolby Theatre,0.45454545454545453
15,5,"Atlanta, Little Rock, Philadelphia and San Francisco Auditions",9.22,Trent Harmon,La'Porsha Renae,"January 6 (2016-01-06) –April 7, 2016 (2016-04-07)",Fox,Ryan Seacrest,Harry Connick Jr.; Jennifer Lopez; Keith Urban,Dolby Theatre,0.4166666666666667
15,6,"Atlanta, Philadelphia and San Francisco Auditions",9.36,Trent Harmon,La'Porsha Renae,"January 6 (2016-01-06) –April 7, 2016 (2016-04-07)",Fox,Ryan Seacrest,Harry Connick Jr.; Jennifer Lopez; Keith Urban,Dolby Theatre,0.4166666666666667
15,7,Hollywood Week: Lines of Ten,9.63,Trent Harmon,La'Porsha Renae,"January 6 (2016-01-06) –April 7, 2016 (2016-04-07)",Fox,Ryan Seacrest,Harry Connick Jr.; Jennifer Lopez; Keith Urban,Dolby Theatre,0.4
15,8,Hollywood Week: Group Rounds,8.77,Trent Harmon,La'Porsha Renae,"January 6 (2016-01-06) –April 7, 2016 (2016-04-07)",Fox,Ryan Seacrest,Harry Connick Jr.; Jennifer Lopez; Keith Urban,Dolby Theatre,0.4347826086956522
15,9,Hollywood Week: Solo Round,9.18,Trent Harmon,La'Porsha Renae,"January 6 (2016-01-06) –April 7, 2016 (2016-04-07)",Fox,Ryan Seacrest,Harry Connick Jr.; Jennifer Lopez; Keith Urban,Dolby Theatre,0.4347826086956522
15,10,Final Judgement,8.94,Trent Harmon,La'Porsha Renae,"January 6 (2016-01-06) –April 7, 2016 (2016-04-07)",Fox,Ryan Seacrest,Harry Connick Jr.; Jennifer Lopez; Keith Urban,Dolby Theatre,0.45454545454545453
15,11,Semi-Final #1: 1st 12 Solo Performances,9.16,Trent Harmon,La'Porsha Renae,"January 6 (2016-01-06) –April 7, 2016 (2016-04-07)",Fox,Ryan Seacrest,Harry Connick Jr.; Jennifer Lopez; Keith Urban,Dolby Theatre,0.45454545454545453
15,12,Semi-Final #2: 1st 12 Duets & Judges' Vote,8.96,Trent Harmon,La'Porsha Renae,"January 6 (2016-01-06) –April 7, 2016 (2016-04-07)",Fox,Ryan Seacrest,Harry Connick Jr.; Jennifer Lopez; Keith Urban,Dolby Theatre,0.47619047619047616
15,13,Semi-Final #3: 2nd 12 Solo Performances,8.29,Trent Harmon,La'Porsha Renae,"January 6 (2016-01-06) –April 7, 2016 (2016-04-07)",Fox,Ryan Seacrest,Harry Connick Jr.; Jennifer Lopez; Keith Urban,Dolby Theatre,0.5
15,14,Semi-Final #4: 2nd 12 Duets & Judges' Vote,8.19,Trent Harmon,La'Porsha Renae,"January 6 (2016-01-06) –April 7, 2016 (2016-04-07)",Fox,Ryan Seacrest,Harry Connick Jr.; Jennifer Lopez; Keith Urban,Dolby Theatre,0.5
15,15,Wild Card Night,8.92,Trent Harmon,La'Porsha Renae,"January 6 (2016-01-06) –April 7, 2016 (2016-04-07)",Fox,Ryan Seacrest,Harry Connick Jr.; Jennifer Lopez; Keith Urban,Dolby Theatre,0.47619047619047616
15,16,Top 10 Perform: Contestants' Choice,8.72,Trent Harmon,La'Porsha Renae,"January 6 (2016-01-06) –April 7, 2016 (2016-04-07)",Fox,Ryan Seacrest,Harry Connick Jr.; Jennifer Lopez; Keith Urban,Dolby Theatre,0.47619047619047616
15,17,Top 8 Perform: Grammy Hits,8.74,Trent Harmon,La'Porsha Renae,"January 6 (2016-01-06) –April 7, 2016 (2016-04-07)",Fox,Ryan Seacrest,Harry Connick Jr.; Jennifer Lopez; Keith Urban,Dolby Theatre,0.5
15,18,Top 6 Perform: American Idol Songbook,8.06,Trent Harmon,La'Porsha Renae,"January 6 (2016-01-06) –April 7, 2016 (2016-04-07)",Fox,Ryan Seacrest,Harry Connick Jr.; Jennifer Lopez; Keith Urban,Dolby Theatre,0.5555555555555556
15,19,Top 5 Perform: America's Choice,8.22,Trent Harmon,La'Porsha Renae,"January 6 (2016-01-06) –April 7, 2016 (2016-04-07)",Fox,Ryan Seacrest,Harry Connick Jr.; Jennifer Lopez; Keith Urban,Dolby Theatre,0.5882352941176471
15,20,Top 4 Perform: Sia & classic rock songs,8.02,Trent Harmon,La'Porsha Renae,"January 6 (2016-01-06) –April 7, 2016 (2016-04-07)",Fox,Ryan Seacrest,Harry Connick Jr.; Jennifer Lopez; Keith Urban,Dolby Theatre,0.5882352941176471
15,21,Top 3 Perform: Hometown Dedication,9.11,Trent Harmon,La'Porsha Renae,"January 6 (2016-01-06) –April 7, 2016 (2016-04-07)",Fox,Ryan Seacrest,Harry Connick Jr.; Jennifer Lopez; Keith Urban,Dolby Theatre,0.47619047619047616
15,22,American Dream,5.98,Trent Harmon,La'Porsha Renae,"January 6 (2016-01-06) –April 7, 2016 (2016-04-07)",Fox,Ryan Seacrest,Harry Connick Jr.; Jennifer Lopez; Keith Urban,Dolby Theatre,0.7142857142857143
15,23,Top 2 Perform,9.7,Trent Harmon,La'Porsha Renae,"January 6 (2016-01-06) –April 7, 2016 (2016-04-07)",Fox,Ryan Seacrest,Harry Connick Jr.; Jennifer Lopez; Keith Urban,Dolby Theatre,0.45454545454545453
15,24,Series Finale,13.3,Trent Harmon,La'Porsha Renae,"January 6 (2016-01-06) –April 7, 2016 (2016-04-07)",Fox,Ryan Seacrest,Harry Connick Jr.; Jennifer Lopez; Keith Urban,Dolby Theatre,0.3333333333333333
